설치지역,전처리_주소,방범용 번호,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
효자동 152,효자동 152,S-5B05,경기도 고양시 덕양구 효자동 152,126.9492836,37.6590735,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 북한산로384번길 22,경기도 고양시 덕양구 효자동 152,10582,4128156000,효자동,4128110800,효자동
토당동 849-7 (파크빌 A동 지도공원입구),토당동 849-7,S-5B06,경기도 고양시 덕양구 토당동 849-7,126.8262044,37.6258008,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 지도로92번길 37,경기도 고양시 덕양구 토당동 849-7,10511,4128163000,행주동,4128112000,토당동
토당동 838 (토당1호:어린이공원),토당동 838,S-5B07,경기도 고양시 덕양구 토당동 838,126.8218933,37.6269201,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 지도로115번길 19-8,경기도 고양시 덕양구 토당동 838,10507,4128161000,능곡동,4128112000,토당동
토당동 290-10 (꽃반지금은방 앞),토당동 290-10,S-5B09,경기도 고양시 덕양구 토당동 290-10,126.8184558,37.6243719,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 토당로104번길 17,경기도 고양시 덕양구 토당동 290-10,10508,4128161000,능곡동,4128112000,토당동
토당동 85-2 (장원마트 앞),토당동 85-2,S-5B10,경기도 고양시 덕양구 토당동 85-2,126.8216397,37.6257643,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 지도로103번길 31-6,경기도 고양시 덕양구 토당동 85-2,10508,4128161000,능곡동,4128112000,토당동
토당동 836-8 (숙이네 포차 앞),토당동 836-8,S-5B11,경기도 고양시 덕양구 토당동 836-8,126.821369,37.6271221,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 지도로115번길 36,경기도 고양시 덕양구 토당동 836-8,10507,4128161000,능곡동,4128112000,토당동
"신평동 3-244 (18통버스정류장, 신평동경로당 맞은편)",신평동 3-244,S-5B12,경기도 고양시 덕양구 신평동 3-244,126.7876684,37.6242218,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신평길 176,경기도 고양시 덕양구 신평동 3-244,10427,4128161000,능곡동,4128112700,신평동
대장동 116-3 (대장동 15통마을회관 사거리),대장동 116-3,S-5B13,경기도 고양시 덕양구 대장동 116-3,126.8202894,37.6423835,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대장길 77,경기도 고양시 덕양구 대장동 116-3,10456,4128161000,능곡동,4128112200,대장동
내곡동 283-1 (내곡동 진입로 수타해물짬뽕 사거리),내곡동 283-1,S-5B14,경기도 고양시 덕양구 내곡동 283-1,126.8067636,37.643599,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 내곡길70번길 67,경기도 고양시 덕양구 내곡동 283-1,10457,4128161000,능곡동,4128112100,내곡동
내곡동 83 (대곡초교 진입로 수자원공사 삼거리),내곡동 83,S-5B15,경기도 고양시 덕양구 내곡동 83,126.8109116,37.63928,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대주로 152,경기도 고양시 덕양구 내곡동 83,10457,4128161000,능곡동,4128112100,내곡동
토당동 248-9 (선정빌딩 앞 노상 4거리),토당동 248-9,S-5B16,경기도 고양시 덕양구 토당동 248-9,126.8181053,37.6271886,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 토당로 137,경기도 고양시 덕양구 토당동 248-9,10506,4128161000,능곡동,4128112000,토당동
토당동 55-3 (배화유치원),토당동 55-3,S-5B17,경기도 고양시 덕양구 토당동 55-3,126.8192132,37.6244696,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 토당로104번길 31,경기도 고양시 덕양구 토당동 55-3,10508,4128161000,능곡동,4128112000,토당동
대장동 397-1 (원기보신탕 인근),대장동 397-1,S-5B18,경기도 고양시 덕양구 대장동 397-1,126.8105375,37.6328971,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대주로107번길 71-62,경기도 고양시 덕양구 대장동 397-1,10456,4128161000,능곡동,4128112200,대장동
신평동 25-124 (삼거리),신평동 25-124,S-5B19,경기도 고양시 덕양구 신평동 25-124,126.7864499,37.6260113,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신평길 196-22,경기도 고양시 덕양구 신평동 25-124,10427,4128161000,능곡동,4128112700,신평동
"토당동 243-9 (내안에양우아파트 101동, 대림2차아파트 206동 사이 삼거리)",토당동 243-9,S-5B20,경기도 고양시 덕양구 토당동 243-9,126.8168289,37.6276714,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 243-9,NULL,4128161000,능곡동,4128112000,토당동
대장동 226-2 (대곡초등학교),대장동 226-2,S-5B21,경기도 고양시 덕양구 대장동 226-2,126.8127184,37.6410822,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대주로 138-50,경기도 고양시 덕양구 대장동 226-2,10456,4128161000,능곡동,4128112200,대장동
대장동 283-25 (대곡역주변),대장동 283-25,S-5B22,경기도 고양시 덕양구 대장동 283-25,126.8117872,37.6355226,인근좌표,41281,구주소,,경기도 고양시 덕양구 대장동 283-25,NULL,,,4128112200,대장동
신평동 26-17 (신평동자유로 하부터널 입구),신평동 26-17,S-5B23,경기도 고양시 덕양구 신평동 26-17,126.7832955,37.6263212,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신평길 217,경기도 고양시 덕양구 신평동 26-17,10427,4128161000,능곡동,4128112700,신평동
신평동 26-17 (자유로 토굴2),신평동 26-17,S-5B24,경기도 고양시 덕양구 신평동 26-17,126.7832955,37.6263212,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신평길 217,경기도 고양시 덕양구 신평동 26-17,10427,4128161000,능곡동,4128112700,신평동
내곡동 64-23,내곡동 64-23,S-5B25,경기도 고양시 덕양구 내곡동 64-23,126.8122577,37.6422669,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 내곡길 101-22,경기도 고양시 덕양구 내곡동 64-23,10457,4128161000,능곡동,4128112100,내곡동
내곡동 91-11 (전주공가),내곡동 91-11,S-5B26,경기도 고양시 덕양구 내곡동 91-11,126.8101934,37.6409757,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 내곡길 139-8,경기도 고양시 덕양구 내곡동 91-11,10457,4128161000,능곡동,4128112100,내곡동
토당동 897-1 (기아오토큐건너편),토당동 897-1,S-5B27,경기도 고양시 덕양구 토당동 897-1,126.8262699,37.6273962,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 지도로124번길 60,경기도 고양시 덕양구 토당동 897-1,10511,4128163000,행주동,4128112000,토당동
토당동 566-4 (서궁 건너편),토당동 566-4,S-5B28,경기도 고양시 덕양구 토당동 566-4,126.8092689,37.6236489,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호수로70번길 1,경기도 고양시 덕양구 토당동 566-4,10437,4128161000,능곡동,4128112000,토당동
"토당동 887 (조광빌라, 홍현빌라 삼거리)",토당동 887,S-5B29,경기도 고양시 덕양구 토당동 887,126.8253787,37.6178006,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로 85-8,경기도 고양시 덕양구 토당동 887,10516,4128163000,행주동,4128112000,토당동
강매동 88-4 (삼거리),강매동 88-4,S-5B30,경기도 고양시 덕양구 강매동 88-4,126.8451401,37.6093008,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 강매로 251,경기도 고양시 덕양구 강매동 88-4,10441,4128165000,행신2동,4128112400,강매동
대장동 193-4 (캠핑용품 삼거리),대장동 193-4,S-5B31,경기도 고양시 덕양구 대장동 193-4,126.818646,37.6409795,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대장길 58,경기도 고양시 덕양구 대장동 193-4,10456,4128161000,능곡동,4128112200,대장동
토당동 832-22 (럭셔리노래방 인근 삼거리),토당동 832-22,S-5B32,경기도 고양시 덕양구 토당동 832-22,126.8213164,37.6283019,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 토당로 168,경기도 고양시 덕양구 토당동 832-22,10507,4128161000,능곡동,4128112000,토당동
토당동 863-5 (씽크대공장앞 사거리),토당동 863-5,S-5B33,경기도 고양시 덕양구 토당동 863-5,126.8239579,37.6195524,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 토당로12번길 41,경기도 고양시 덕양구 토당동 863-5,10510,4128163000,행주동,4128112000,토당동
토당동 80-7 (KCC 아파트 입구 삼거리),토당동 80-7,S-5B34,경기도 고양시 덕양구 토당동 80-7,126.8207797,37.6278551,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 80-7,10507,4128161000,능곡동,4128112000,토당동
토당동 827-42,토당동 827-42,S-5B35,경기도 고양시 덕양구 토당동 827-42,126.8144934,37.6292067,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 827-42,10505,4128161000,능곡동,4128112000,토당동
토당동 799-38 (능곡시장 공중화장실 앞),토당동 799-38,S-5B36,경기도 고양시 덕양구 토당동 799-38,126.8210351,37.6210099,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 지도로35번길 50,경기도 고양시 덕양구 토당동 799-38,10510,4128163000,행주동,4128112000,토당동
토당동 345-35 (현대홈타운 106동 앞),토당동 345-35,S-5B37,경기도 고양시 덕양구 토당동 345-35,126.82264,37.621954,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 345-35,10510,4128163000,행주동,4128112000,토당동
토당동 435-5 (시티뷰 건너편),토당동 435-5,S-5B38,경기도 고양시 덕양구 토당동 435-5,126.8223306,37.6185901,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 435-5,10509,4128163000,행주동,4128112000,토당동
토당동 890-6 (현대오일뱅크 뒤),토당동 890-6,S-5B39,경기도 고양시 덕양구 토당동 890-6,126.8238805,37.6194345,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 890-6,NULL,4128163000,행주동,4128112000,토당동
토당동 890-7 (동방빌리텔 코너),토당동 890-7,S-5B40,경기도 고양시 덕양구 토당동 890-7,126.8232965,37.6183925,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 890-7,NULL,4128163000,행주동,4128112000,토당동
토당동 890-5 (능곡역 건너편),토당동 890-5,S-5B41,경기도 고양시 덕양구 토당동 890-5,126.8222595,37.6187876,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 890-5,NULL,4128163000,행주동,4128112000,토당동
토당동 339-6 (능곡전통시장 1문 앞),토당동 339-6,S-5B42,경기도 고양시 덕양구 토당동 339-6,126.8202527,37.6210561,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 339-6,NULL,4128163000,행주동,4128112000,토당동
토당동 829-1 (대곡역 1번 출구방향),토당동 829-1,S-5B43,경기도 고양시 덕양구 토당동 829-1,126.8128681,37.6309653,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 829-1,NULL,4128161000,능곡동,4128112000,토당동
신평동 35-1 자유로 출입구 및 쉼터주변,신평동 35-1,S-5B44,경기도 고양시 덕양구 신평동 35-1,126.795091,37.619144,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 신평동 35-1,10427,4128161000,능곡동,4128112700,신평동
토당동 809-11 이동형 화장실 주변,토당동 809-11,S-5B45,경기도 고양시 덕양구 토당동 809-11,126.8018685,37.6153747,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 토당동 809-11,NULL,4128161000,능곡동,4128112000,토당동
화정동 956 (청 후문),화정동 956,S-5C01,경기도 고양시 덕양구 화정동 956,126.8339149,37.6369417,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로104번길 31,경기도 고양시 덕양구 화정동 956,10497,4128162100,화정1동,4128112300,화정동
"화정동 890 (어린이놀이터 앞, SJ 모터스 앞)",화정동 890,S-5C02,경기도 고양시 덕양구 화정동 890,126.8345695,37.6392818,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로138번길 41,경기도 고양시 덕양구 화정동 890,10477,4128162100,화정1동,4128112300,화정동
화정동 883-9 (삼거리),화정동 883-9,S-5C03,경기도 고양시 덕양구 화정동 883-9,126.8366419,37.6393473,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로77번길 41,경기도 고양시 덕양구 화정동 883-9,10478,4128162100,화정1동,4128112300,화정동
화정동 924-13 (삼거리),화정동 924-13,S-5C04,경기도 고양시 덕양구 화정동 924-13,126.8291208,37.6392008,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로17번길 15-16,경기도 고양시 덕양구 화정동 924-13,10476,4128162100,화정1동,4128112300,화정동
"화정동 869 (화정12, 진달래어린이공원)",화정동 869,S-5C05,경기도 고양시 덕양구 화정동 869,126.8344637,37.6438759,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화수로 40,경기도 고양시 덕양구 화정동 869,10474,4128162100,화정1동,4128112300,화정동
화정동 872 (은빛근린공원),화정동 872,S-5C06,경기도 고양시 덕양구 화정동 872,126.8374648,37.6396167,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로77번길 14,경기도 고양시 덕양구 화정동 872,10474,4128162100,화정1동,4128112300,화정동
화정동 859 (달빛근린공원),화정동 859,S-5C07,경기도 고양시 덕양구 화정동 859,126.8308361,37.6454258,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화수로 11-2,경기도 고양시 덕양구 화정동 859,10472,4128162100,화정1동,4128112300,화정동
"화정동 857 (화정10, 달빛어린이공원)",화정동 857,S-5C08,경기도 고양시 덕양구 화정동 857,126.8341529,37.6478103,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 어울림로 32,경기도 고양시 덕양구 화정동 857,10472,4128162100,화정1동,4128112300,화정동
화정동 867 (꽃물근린공원),화정동 867,S-5C09,경기도 고양시 덕양구 화정동 867,126.8300881,37.6411026,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로151번길 56,경기도 고양시 덕양구 화정동 867,10475,4128162100,화정1동,4128112300,화정동
"화정동 890 (화정13, 개나리어린이공원, SJ모터스)",화정동 890,S-5C10,경기도 고양시 덕양구 화정동 890,126.8345695,37.6392818,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로138번길 41,경기도 고양시 덕양구 화정동 890,10477,4128162100,화정1동,4128112300,화정동
"화정동 921 (화정14, 용정어린이공원)",화정동 921,S-5C11,경기도 고양시 덕양구 화정동 921,126.8307254,37.639478,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로29번길 31-17,경기도 고양시 덕양구 화정동 921,10476,4128162100,화정1동,4128112300,화정동
화정동 914-19 (도우원텔 앞),화정동 914-19,S-5C12,경기도 고양시 덕양구 화정동 914-19,126.8306985,37.6404689,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로151번길 35-5,경기도 고양시 덕양구 화정동 914-19,10476,4128162100,화정1동,4128112300,화정동
화정동 927-7,화정동 927-7,S-5C13,경기도 고양시 덕양구 화정동 927-7,126.8297624,37.6387477,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로17번길 9,경기도 고양시 덕양구 화정동 927-7,10476,4128162100,화정1동,4128112300,화정동
화정동 916-9 (현대자동차 앞),화정동 916-9,S-5C14,경기도 고양시 덕양구 화정동 916-9,126.8316181,37.639631,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로29번길 33,경기도 고양시 덕양구 화정동 916-9,10476,4128162100,화정1동,4128112300,화정동
화정동 888 (굿모닝동물병원 앞),화정동 888,S-5C15,경기도 고양시 덕양구 화정동 888,126.8330746,37.6399608,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로152번길 6-10,경기도 고양시 덕양구 화정동 888,10477,4128162100,화정1동,4128112300,화정동
화정동 148-28 (성라공원:근린공원),화정동 148-28,S-5C16,경기도 고양시 덕양구 화정동 148-28,126.8400632,37.6437509,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 충장로350번길 21-2,경기도 고양시 덕양구 화정동 148-28,10482,4128162100,화정1동,4128112300,화정동
화정동 853 (화정11:어린이공원),화정동 853,S-5C17,경기도 고양시 덕양구 화정동 853,126.8373721,37.6448417,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 흥도로415번길 151,경기도 고양시 덕양구 화정동 853,10473,4128162100,화정1동,4128112300,화정동
화정동 937 (화정15:어린이공원),화정동 937,S-5C18,경기도 고양시 덕양구 화정동 937,126.8275412,37.6366173,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 937,10496,4128162100,화정1동,4128112300,화정동
화정동 962 (화정16:어린이공원),화정동 962,S-5C19,경기도 고양시 덕양구 화정동 962,126.8373993,37.6358228,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 백양로 126,경기도 고양시 덕양구 화정동 962,10498,4128162100,화정1동,4128112300,화정동
화정동 966-3 (우리프라자 인도),화정동 966-3,S-5C21,경기도 고양시 덕양구 화정동 966-3,126.8331688,37.6353846,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화정로 65-1,경기도 고양시 덕양구 화정동 966-3,10497,4128162100,화정1동,4128112300,화정동
"화정동 854 (은빛마을 532동 앞 화수근린공원 입구, 화수고등학교)",화정동 854,S-5C23,경기도 고양시 덕양구 화정동 854,126.835911,37.6448003,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화수로 51,경기도 고양시 덕양구 화정동 854,10473,4128162100,화정1동,4128112300,화정동
화정동 887-2 (화중초교 신한은행 인근 은빛마을 565동 앞),화정동 887-2,S-5C24,경기도 고양시 덕양구 화정동 887-2,126.8336024,37.6402634,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로152번길 14,경기도 고양시 덕양구 화정동 887-2,10477,4128162100,화정1동,4128112300,화정동
화정동 919-5 (주먹고기 앞),화정동 919-5,S-5C25,경기도 고양시 덕양구 화정동 919-5,126.8287178,37.6396113,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로17번길 21-22,경기도 고양시 덕양구 화정동 919-5,10476,4128162100,화정1동,4128112300,화정동
화정동 860 (화수초등학교후문),화정동 860,S-5C26,경기도 고양시 덕양구 화정동 860,126.832903,37.6451309,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화수로 25,경기도 고양시 덕양구 화정동 860,10472,4128162100,화정1동,4128112300,화정동
화정동 877-10 (화정도서관앞),화정동 877-10,S-5C27,경기도 고양시 덕양구 화정동 877-10,126.8363922,37.6379213,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로77번길 9,경기도 고양시 덕양구 화정동 877-10,10478,4128162100,화정1동,4128112300,화정동
화정동 923-10 (삼거리),화정동 923-10,S-5C28,경기도 고양시 덕양구 화정동 923-10,126.8312323,37.6389425,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로29번길 17,경기도 고양시 덕양구 화정동 923-10,10476,4128162100,화정1동,4128112300,화정동
화정동 898 (화정충현교회 사거리),화정동 898,S-5C29,경기도 고양시 덕양구 화정동 898,126.8336311,37.6391464,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로138번길 24,경기도 고양시 덕양구 화정동 898,10477,4128162100,화정1동,4128112300,화정동
"화정동 870 (세빛어린이집, 화수중학교)",화정동 870,S-5C30,경기도 고양시 덕양구 화정동 870,126.8375624,37.6428073,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로 164,경기도 고양시 덕양구 화정동 870,10474,4128162100,화정1동,4128112300,화정동
화정동 959 (청직장어린이집),화정동 959,S-5C31,경기도 고양시 덕양구 화정동 959,126.8364625,37.637048,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로 78,경기도 고양시 덕양구 화정동 959,10498,4128162100,화정1동,4128112300,화정동
화정동 921 (화정 소망교회 앞 사거리),화정동 921,S-5C32,경기도 고양시 덕양구 화정동 921,126.8307254,37.639478,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로29번길 31-17,경기도 고양시 덕양구 화정동 921,10476,4128162100,화정1동,4128112300,화정동
화정동 903-1 (신전떡볶이 앞 광장),화정동 903-1,S-5C33,경기도 고양시 덕양구 화정동 903-1,126.8330083,37.6384014,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로130번길 24,경기도 고양시 덕양구 화정동 903-1,10477,4128162100,화정1동,4128112300,화정동
"화정동 1037 (1단지 정문, 2단지 정문 사잇길 교차로)",화정동 1037,S-5C34,경기도 고양시 덕양구 화정동 1037,126.8343013,37.6462891,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 1037,NULL,4128162100,화정1동,4128112300,화정동
화정동 932-5 (사거리),화정동 932-5,S-5C35,경기도 고양시 덕양구 화정동 932-5,126.8288234,37.6386573,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로17번길 5-17,경기도 고양시 덕양구 화정동 932-5,10476,4128162100,화정1동,4128112300,화정동
화정동 1016-3 (화정고등학교 정문앞),화정동 1016-3,S-5C36,경기도 고양시 덕양구 화정동 1016-3,126.8284351,37.6352476,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 1016-3,NULL,4128162100,화정1동,4128112300,화정동
화정동 913-3 (신성인테리어 뒷골목),화정동 913-3,S-5C37,경기도 고양시 덕양구 화정동 913-3,126.832154,37.6401409,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 은빛로29번길 48,경기도 고양시 덕양구 화정동 913-3,10476,4128162100,화정1동,4128112300,화정동
"화정동 1109 (육대장 옆, 화정중앙공원 옆)",화정동 1109,S-5C38,경기도 고양시 덕양구 화정동 1109,126.8328838,37.6325976,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로260번길 81-1,경기도 고양시 덕양구 화정동 1109,10500,4128162200,화정2동,4128112300,화정동
화정동 1097 (세이브존 입구쪽 사거리),화정동 1097,S-5C39,경기도 고양시 덕양구 화정동 1097,126.8312038,37.6364193,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 1097,NULL,4128162100,화정1동,4128112300,화정동
화정동 1089 (정부고양지방합동청사 근처),화정동 1089,S-5C40,경기도 고양시 덕양구 화정동 1089,126.8346203,37.6360297,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 1089,10497,4128162100,화정1동,4128112300,화정동
화정동 118-41 (AK 모터스 앞 사거리),화정동 118-41,S-5C41,경기도 고양시 덕양구 화정동 118-41,126.8383944,37.6374004,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 118-41,NULL,4128162200,화정2동,4128112300,화정동
화정동 1068 (온누리약국 앞 사거리),화정동 1068,S-5C42,경기도 고양시 덕양구 화정동 1068,126.8351983,37.6389186,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 1068,NULL,4128162100,화정1동,4128112300,화정동
화정동 1145 (옥빛마을 16단지 앞),화정동 1145,S-5D01,경기도 고양시 덕양구 화정동 1145,126.8310139,37.6275695,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 성신로 22,경기도 고양시 덕양구 화정동 1145,10503,4128162200,화정2동,4128112300,화정동
"화정동 954 (별빛마을 7,8단지 공원 앞)",화정동 954,S-5D02,경기도 고양시 덕양구 화정동 954,126.8299984,37.6330916,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로 61,경기도 고양시 덕양구 화정동 954,10501,4128162200,화정2동,4128112300,화정동
"화정동 954 (화정17, 별빛어린이공원)",화정동 954,S-5D05,경기도 고양시 덕양구 화정동 954,126.8299984,37.6330916,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화중로 61,경기도 고양시 덕양구 화정동 954,10501,4128162200,화정2동,4128112300,화정동
화정동 983-1 (한국관나이트 사거리),화정동 983-1,S-5D06,경기도 고양시 덕양구 화정동 983-1,126.8312332,37.6323741,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로272번길 29,경기도 고양시 덕양구 화정동 983-1,10500,4128162200,화정2동,4128112300,화정동
화정동 1128 (은행나무공원:어린이공원),화정동 1128,S-5D08,경기도 고양시 덕양구 화정동 1128,126.8348758,37.6290944,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 233,경기도 고양시 덕양구 화정동 1128,10504,4128162200,화정2동,4128112300,화정동
화정동 1136 (소나무공원:어린이공원),화정동 1136,S-5D09,경기도 고양시 덕양구 화정동 1136,126.8341518,37.6261319,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 백양로 8,경기도 고양시 덕양구 화정동 1136,10504,4128162200,화정2동,4128112300,화정동
화정동 943 (별빛공원:근린공원),화정동 943,S-5D10,경기도 고양시 덕양구 화정동 943,126.8255891,37.6325072,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 506-2,경기도 고양시 덕양구 화정동 943,10501,4128162200,화정2동,4128112300,화정동
화정동 949 (화정18호:어린이공원),화정동 949,S-5D11,경기도 고양시 덕양구 화정동 949,126.8269784,37.6284485,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 646,경기도 고양시 덕양구 화정동 949,10502,4128162200,화정2동,4128112300,화정동
화정동 985 (화정중앙공원:근린공원),화정동 985,S-5D12,경기도 고양시 덕양구 화정동 985,126.8319849,37.6313994,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 266-3,경기도 고양시 덕양구 화정동 985,10500,4128162200,화정2동,4128112300,화정동
화정동 989 (옥빛공원:근린공원),화정동 989,S-5D13,경기도 고양시 덕양구 화정동 989,126.8362289,37.6331353,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화정로 90-2,경기도 고양시 덕양구 화정동 989,10499,4128162200,화정2동,4128112300,화정동
"화정동 981 (요진타워, 원빈프라자 간 로데오거리 인도)",화정동 981,S-5D14,경기도 고양시 덕양구 화정동 981,126.8319918,37.6331294,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로272번길 52,경기도 고양시 덕양구 화정동 981,10500,4128162200,화정2동,4128112300,화정동
화정동 1131 (백양공원),화정동 1131,S-5D15,경기도 고양시 덕양구 화정동 1131,126.835475,37.6277217,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 성신로 55,경기도 고양시 덕양구 화정동 1131,10504,4128162200,화정2동,4128112300,화정동
화정동 988 (백양초교 정문 앞 이마트 산책로),화정동 988,S-5D17,경기도 고양시 덕양구 화정동 988,126.8349475,37.6332127,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 백양로 84,경기도 고양시 덕양구 화정동 988,10499,4128162200,화정2동,4128112300,화정동
화정동 14-1 (삼거리),화정동 14-1,S-5D18,경기도 고양시 덕양구 화정동 14-1,126.8439724,37.6313192,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로186번길 62,경기도 고양시 덕양구 화정동 14-1,10482,4128162200,화정2동,4128112300,화정동
"화정동 1132 (지도초교와 16단지 사이 사거리, 지도중학교)",화정동 1132,S-5D19,경기도 고양시 덕양구 화정동 1132,126.8335666,37.6280543,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 성신로 49,경기도 고양시 덕양구 화정동 1132,10504,4128162200,화정2동,4128112300,화정동
화정동 971 (화정역 주변 공중화장실 입구),화정동 971,S-5D20,경기도 고양시 덕양구 화정동 971,126.8325418,37.63418,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로272번길 58-2,경기도 고양시 덕양구 화정동 971,10500,4128162200,화정2동,4128112300,화정동
"화정동 971 (화정역1,2 출구앞 광장)",화정동 971,S-5D21,경기도 고양시 덕양구 화정동 971,126.8325418,37.63418,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로272번길 58-2,경기도 고양시 덕양구 화정동 971,10500,4128162200,화정2동,4128112300,화정동
